Item Code,UPC ID,Item Name,Grammage,MRP,Batch,Zone Identifier,Location,Entity Vendor,Quantity
10175765,8906123065990,King Krab Lion Baby Gym Play Mat (Multicolor)(Box),1 set,1299,,,,,
10175766,8906123066003,King Krab Keys Xylophone Musical Toy (Multicolor)(Box),1 unit,1199,,,,,
10175771,8906123066294,King Krab Airplane Launcher Battle Toy Gun (Multicolor)(Box),1 set (5 pieces),479,,,,,
10175772,8906123066102,King Krab Hungry Frog Tabletop Game (Multicolor)(Box),1 set,899,,,,,
10175773,8906123066096,King Krab 3 in 1 Fast Sling Puck String Hockey (Multicolor)(Box),1 unit,899,,,,,
10175774,8906123066157,King Krab Spiderman Foldable Ludo Kids Table(Box),1 unit,699,,,,,
10175775,8906123066133,King Krab Disney Princess Foldable Ludo Kids Table(Box),1 unit,699,,,,,
10175776,8906123066201,King Krab Princess Suitcase Kitchen Play Set (Multicolor)(Box),1 set,599,,,,,
10175777,8906123066447,King Krab Inflated Activity Ball (Design & Colour May Vary)(Pack),1 unit,149,,,,,
10175779,8906123065945,King Krab Medium Tabletop Air Hockey (Multicolor)(Box),1 unit,4499,,,,,
10175789,8904430204996,Plum Simply Bright Face Wash with 2% Niacinamide & Rice Water(Box),100 ml,299,,,,,
10175790,6281034016029,Rani Float Orange Fruit Juice(Can),240 ml,110,,,,,
10175791,6281034906375,Rani Float Guava Fruit Juice(Can),240 ml,110,,,,,
10175792,6281034906115,Rani Float Cocktail Fruit Juice(Can),240 ml,110,,,,,
10175793,6281034903572,Rani Float Mango Fruit Juice(Can),240 ml,110,,,,,
10175794,6281034900175,Rani Float Peach Fruit Juice(Can),240 ml,110,,,,,
10175795,6281034903930,Rani Float Strawberry Banana Fruit Juice(Can),240 ml,110,,,,,
10175796,6281034900182,Rani Float Pineapple Fruit Juice(Can),240 ml,110,,,,,
10175861,8901063365629,Britannia Layerz Choco Vanilla Layered Cake(Packet),144 g( 6 x 24 g),60,,,,,
10175864,8906175510967,"Dubstep Voyager Universal Travel Adapter (with Dual USB-A Ports, 12W, Black)(Box)",1 unit,1999,,,,,
10175865,8906175510974,"Dubstep Voyager Universal Travel Adapter (with Dual USB-A & Type-C, 25W)(Box)",1 unit,2999,,,,,
10175866,8906175510998,Dubstep Flickstick Smart Selfie Stick(Box),1 unit,1499,,,,,
10175867,8906175510981,Dubstep Flickstick Lit Selfie Stick(Box),1 unit,1999,,,,,
10175868,8906175511186,Dubstep Rush X1 Magnetic Mobile Holder (Black)(Box),1 unit,1299,,,,,
10175869,8906175511193,Dubstep Rush X2 Magnetic Mobile Holder(Box),1 unit,999,,,,,
10175870,8906144680998,The Select Aisle Carnival Cake Dcor Sprinkles Combo(Box),100 g,199,,,,,
10176037,8906144683692,The Select Aisle Agar Agar Powder (Vegetarian Gelatin)(Bottle),20 g,130,,,,,
10176048,8908016002204,Two Brothers Stoneground Organic Khapli Wheat Atta(Pouch),1 kg,259,,,,,
10176060,8058664009923,Chicco Baby Nail Scissors (Blue),1 unit,399,,,,,
10176062,8058664011926,Chicco Baby Comb Set - Pink,1 set (2 pieces),579,,,,,
10176064,8058664011933,Chicco Baby Comb Set - Blue,1 set (2 pieces),579,,,,,
10176067,8904385422681,Lifelong 2 in 1 Kids Tricycle (Blue & Grey),1 unit,8999,,,,,
10176068,8904385422643,Lifelong 2 in 1 Kids Tricycle (Pink & Grey),1 unit,8999,,,,,
10176070,8909261012888,Christmas Happy Holidays Greeting Card (White) - Party Propz(Pearl Bag),1 unit,99,,,,,
10176073,8906153881485,Two Brothers A2 Cultured Indian Buffalo Ghee(Glass Bottle with fitment.),500 g,1149,,,,,
10176074,8908017582170,Tipsy Tiger Indian Tonic Water (Low Sugar & Calorie)(Can),250 ml,89,,,,,
10176077,8906153882505,Two Brothers Kashmiri Mongra Saffron(Box),1 g,679,,,,,
10176078,8909261013038,Christmas Photobooth Props (Multicolor) - Party Propz(Pearl Bag),1 pack (35 pieces),219,,,,,
10176079,8906123066386,King Krab Press & Go Doraemon Toy Vehicle (Blue)(Box),1 unit,225,,,,,
10176080,8906153884523,Assorted Laddu Box by Two Brothers(Box),175 g,499,,,,,
10176081,195477456143,Lenovo 130 Wireless Mouse (Black)(Box),1 unit,1810,,,,,
10176082,8906153883748,Sattu & Jaggery Laddu Box by Two Brothers(Box),175 g,429,,,,,
10176088,889955748195,Lenovo Round Pin 65 W Laptop Adapter(Box),1 unit,2190,,,,,
10176089,8909261012949,Party Propz Santa & Snowman Gift Bag (Multicolor)(Pearl Bag),1 pack (2 pieces),179,,,,,
10176091,191927887819,Lenovo USB Type-C 65W Laptop Adapter(Box),1 unit,3990,,,,,
10176092,8904320022068,LuvLap Manual Push Ride-On (Pink)(Box),1 unit,1795,,,,,
10176094,8906163832699,Farmley 7-in-1 Trail Mix(Jar),450 g,799,,,,,
10176097,8906156559800,Bumtum Soft Silicone Baby Teether Fruit Shape(Box),1 pack (2 pieces),499,,,,,
10176098,8906156559954,Bumtum Tree Shape Silicone Teether(Box),1 pack (2 pieces),499,,,,,
10176099,8904320022075,LuvLap Manual Push Ride-On (Blue)(Box),1 unit,1795,,,,,
10176101,8904320022099,LuvLap Manual Push Ride-On (Orange)(Box),1 unit,2695,,,,,
10176109,8908016002235,Two Brothers Roasted Bengal Sattu(Pouch),1 kg,540,,,,,
10176114,8909261012932,Party Propz Christmas Santa Face Gift Wrapping Paper (Green)(Box),1 pack (5 pieces),125,,,,,
10176115,8909261012925,Party Propz Christmas Theme Gift Wrapping Paper (Red)(Box),1 unit (5 pieces),125,,,,,
10176118,8909261012918,Party Propz Santa Cap Printed Gift Wrapping Paper (Pink & Red)(Box),1 pack (5 pieces),125,,,,,
10176120,8909261012901,Party Propz Christmas Theme Gift Wrapping Paper (Pink)(Box),1 pack (5 pieces),125,,,,,
10176121,8909261012895,Party Propz Christmas Greeting Card (White),1 unit,99,,,,,
10176124,8909261012987,Party Propz Christmas-Theme Gift Bag (Red & Brown)(Pearl Bag),1 pack (2 pieces),229,,,,,
10176126,8909261013007,Party Propz Christmas Theme Wine Bottle Gift Bag (Red)(Pearl Bag),1 unit,99,,,,,
10176127,8909261013014,Merry Christmas Foil Balloons (Red & Green) - Party Propz(Pearl Bag),1 unit,369,,,,,
10176129,8909261013021,Merry Christmas Banner (Red & Green) - Party Propz(Pearl Bag),1 unit,149,,,,,
10176174,8909261012994,Party Propz Christmas-Theme Gift Bag (Red & Brown)(Pearl Bag),1 pack (2 pieces),299,,,,,
10176175,8909261012970,Party Propz Christmas-Theme Gift Bag (Red & Brown)(Pearl Bag),1 pack (2 pieces),179,,,,,
10176176,8909261012963,Party Propz Santa & Snowman Gift Bag (Multicolor)(Pearl Bag),1 pack (2 pieces),299,,,,,
10176177,8909261012956,Party Propz Santa & Snowman Gift Bag (Multicolor)(Pearl Bag),1 pack (2 pieces),229,,,,,
10176178,8906171047054,LED Christmas Santa Cap for Kids & Adults - Toyshine,1 unit,399,,,,,
10176180,8906171048853,Christmas Ornaments Large (Multicolor) - Toyshine,1 pack (25 pieces),699,,,,,
10176181,8906171048846,Decorative Christmas Ornaments (Multicolour) - Toyshine,1 pack (13 pieces),299,,,,,
10176182,8906171047122,Christmas Santa Cap for Adults - Toyshine,1 pack (2 pieces),499,,,,,
10176183,8904491500280,Artificial 6 ft. Christmas Tree with Metal Stand Base (Green) - Toyshine,1 unit,4999,,,,,
10176184,8904491500273,Artificial 4 ft. Snow Christmas Tree With Metal Stand Base - Toyshine,1 unit,2999,,,,,
10176185,8906171048860,Christmas Ornaments Small (Multicolor) - Toyshine,1 pack (25 pieces),549,,,,,
10176186,8904491500310,Artificial 4 ft. Christmas Tree With Metal Stand Base - Toyshine,1 unit,2499,,,,,
10176187,8904491500303,Artificial 3 ft. Christmas Tree With Stand Base (Green) - Toyshine,1 unit,1499,,,,,
10176188,8904491500297,Artificial 4 ft. Christmas Tree with Stand Base (White) - Toyshine,1 unit,1499,,,,,
10176190,8904385423633,Lifelong Kids Scooter with LED Wheels & Adjustable Height (Blue & Black),1 unit,4499,,,,,
10176191,8904385426399,Lifelong Kids Scooter with LED Wheels & Adjustable Height (Pink & Yellow),1 unit,4499,,,,,
10176192,8904491500327,Artificial 6 ft. Christmas Tree With Metal Stand Base - Toyshine,1 unit,3999,,,,,
10176193,8904140106924,"Worldone Any Year Single Line Diary (A5, 384 Pages, Brown)(Box)",1 unit,325,,,,,
10176292,8906178830734,Designs & You 7 Chakra Bracelet Set (Multicolour)(Packet),1 pack(2 pieces),1159,,,,,
10176294,8906178831137,Designs & You Volcanic Lava Beads Dumbbell Men's Bracelet (Black)(Packet),1 set(2 pieces),1269,,,,,
10176295,8906178831007,Designs & You AD Studded Infinity Shape Korean Pendant (Rose Gold)(Box),1 unit,1259,,,,,
10176296,8906178830802,Jewels Galaxy Studs Earrings Sets (Multicolour)(Box),1 pack(30 pairs),1659,,,,,
10176297,8906178830819,Jewels Galaxy Studs Earrings Sets(Box),1 pack(30 pairs),1659,,,,,
10176298,8906178830833,Jewels Galaxy Contemporary Gold Plated Studs Earrings Sets (Golden)(Box),1 pack(8 pairs),1499,,,,,
10176299,8906178830567,Jewels Galaxy Circular Hoop Earrings Sets (Golden)(Box),1 pack(6 pairs),899,,,,,
10176300,511160056798,Grofers Warehouse Christmas Bag Without Handle - Bag,1 unit,2.9,,,,,
10176301,511160056799,Grofers Warehouse Christmas Bag With Handle - Bag,1 unit,4.14,,,,,
10176302,511160056800,Grofers Warehouse Large Christmas Bag With Handle - Bag,1 unit,6.5,,,,,
10176303,511160056801,Grofers Warehouse Small Christmas Bag - Bag,1 unit,0.99,,,,,
10176304,8906178830901,Jewels Galaxy Necklace Set (Golden)(Box),1 pack(6 pieces),1269,,,,,
10176305,8906171048839,Christmas Ornaments (Snow White) - Toyshine,1 pack (13 pieces),399,,,,,
10176323,8906178831182,Jewels Galaxy Stackable Rings (Silver)(Box),1 pack(22 pieces),1269,,,,,
10176324,8906178831021,Jewels Galaxy Stackable Rings (Golden)(Box),1 pack(21 pieces),1159,,,,,
10176325,8906178831199,Jewels Galaxy Stackable Rings (Golden)(Box),1 pack(6 pieces),1159,,,,,
10176326,8906178831106,Jewels Galaxy Brass Geometric Korean Bracelet Set (Golden)(Box),1 set  (4 pieces),1429,,,,,
10176327,8906178830970,Jewels Galaxy Heart Design Studded Adjustable Contemporary Ring (Red)(Box),1 piece,1329,,,,,
10176328,8906178830604,Jewels Galaxy Stackable Korean Bracelet Set (Golden)(Box),1 set (5 pieces),1329,,,,,
10176329,8906178830628,Designs & You Round Cut AD Matrix Tennis Link Bracelet (Silver)(Box),1 unit,1929,,,,,
10176330,8906178830635,Designs & You Square Cut Matrix Tennis Link Bracelet (Rose Gold)(Box),1 unit,2159,,,,,
10176351,8906155435259,Careforce Electric Hot Water Bag(Pouch),1 unit,599,,,,,
10176369,8901247579873,Streax Gel Hair Colour for Women (Dark Brown)(Box),150 ml,275,,,,,
10176373,8901247579880,Streax Gel Hair Colour for Women (Burgandy)(Box),150 ml,275,,,,,
10176374,8901247579897,Streax Gel Hair Colour for Women (Natural Brown)(Box),150 ml,275,,,,,
10176485,8939124524760,"XYXX Mens Intellieaze Everyday Ankle-Length Socks (Solid, Grey, Blue, Black, Free Size)(Pack)",1 pack (3 pieces),537,,,,,
10176486,8939124524906,"XYXX Mens Intellieaze Everyday Ankle-Length Socks (Solid, Blue, White & Grey, Free Size)(Pack)",1 pack (3 pairs),537,,,,,
10176487,8939124525064,"XYXX Mens Intellieaze Everyday Ankle-Length Socks (Solid, White, Free Size)(Pack)",1 pack (3 pairs),537,,,,,
10176489,8906178831090,Jewels Galaxy Leaf & Geometric Contemporary Design Bracelet Set (Golden)(Box),1 pack ( 4 pieces),1259,,,,,
10176490,8906178830758,Jewels Galaxy Brown Multistrand Men's Bracelet(Box),1 pack (6 pieces),1259,,,,,
10176513,8901030974724,Surf Excel Easy Wash Detergent Powder - 7 kg(Pouch),7 kg,1030,,,,,
10176513,8909106011045,Surf Excel Easy Wash Detergent Powder - 7 kg(Pouch),7.0 KG,1030,,,,,
10176515,8906135451545,"Boldfit Double Insulated Hot & Cold Stainless Steel Water Bottle (Black, 500 ml)(Box)",1 unit,999,,,,,
10176579,8909046001830,SG Cotton Inner Hand Gloves(Polypack),1 pair,219,,,,,
10176592,8909046001847,SG Cotton Inner Hand Gloves(Polypack),1 pair,209,,,,,
10176606,8909046001854,SG Cricket Hand Grip (Multicolor)(PolyPack),1 pack(3 pieces),549,,,,,
10176614,8909046001861,SG Cricket Arm Sleeve,1 pair,249,,,,,
10176628,8909046001892,SG Cricket Tournament Abdominal Pad(Box),1 unit,179,,,,,
10176649,8909046001939,SG OptiPro LH Batting Hand Gloves(Polypack),1 pair,899,,,,,
10176651,8909046001946,SG Wicket Keeping Hand Gloves(Polypack),1 pair,1399,,,,,
10176652,8909046001953,SG Wicket Keeping Hand Gloves,1 pair,1349,,,,,
10176673,8904140106931,"Worldone Any Year Single Line Diary (A5, 384 Pages, Blue)",1 unit,325,,,,,
10176683,619659188467,SanDisk Extreme MicroSDXC Memory Card (128GB)(Box),1 unit,2000,,,,,
10176687,8901247579866,Streax Gel Hair Colour for Women (Natural Black)(Box),150 ml,275,,,,,
10176695,8906183011395,Wooden Damru by Svasti(Box),1 unit,360,,,,,
10176773,9193068227077,1 ft. Christmas Tree With Stand - JingleCrafts(Box),1 unit,309,,,,,
10176774,9193068227078,Artificial 6 ft. Christmas Tree With Stand - JingleCrafts(Box),1 unit,1999,,,,,
10176775,9193068227079,6 ft. Pine Christmas Tree With Stand - JingleCrafts(Box),1 unit,3999,,,,,
10176777,9193068227080,"Christmas Stocking (Small, Red & Green) - JingleCrafts(Packet)",1 unit,149,,,,,
10176778,9193068227081,"Christmas Stocking (Small, Red & White) - JingleCrafts(Packet)",1 unit,149,,,,,
10176781,9193068227083,Climbing Santa Christmas Ornaments - JingleCrafts(Packet),1 unit,1599,,,,,
10176782,9193068227084,Santa Teddy Christmas Toy (Red) - JingleCrafts(Packet),1 unit,799,,,,,
10176784,8904491500334,Hanging Mini Santa Claus Christmas Ornaments - Toyshine(Pack),1 pack (6 pieces),399,,,,,
10176786,8904491500341,Hanging Mini Bells Christmas Ornaments (Multicolor) - Toyshine(Pack),1 pack (12 pieces),299,,,,,
10176788,8904491500365,Hanging Pine Tree Christmas Ornaments (Brown) - Toyshine(Pack),1 pack (6 pieces),399,,,,,
10176789,8904491500358,Hanging Gift Box Christmas Ornaments (Multicolor) - Toyshine(Pack),1 pack (12 pieces),299,,,,,
10176804,8906176911589,Nurturing Green - All-Purpose Herbal Plant Protector(Bottle),1 unit,349,,,,,
10176806,8906176911800,Nurturing Green - Dual Head Bottle & Nozzle Sprinkler(Box),1 unit,149,,,,,
10176834,8906176911879,Nurturing Green - Potting Soil Mix(Pack),115 g,100,,,,,
10176841,8904491500372,Hanging Ball Christmas Ornaments (Multicolor) - Toyshine,1 pack (12 pieces),799,,,,,
10176843,8906171048785,Hanging Pine Tree & Ball Christmas Ornaments (Multicolor) - Toyshine,1 pack (20 pieces),699,,,,,
10176844,8906171048792,Hanging Balls Christmas Ornaments (Multicolor) - Toyshine(Box),1 pack (12 pieces),399,,,,,
10176848,8906171048808,Christmas Tree Ornaments Decoration Kit (Multicolor) - Toyshine,1 pack (20 pieces),699,,,,,
10176850,8906171048815,Christmas Tree Ornaments Decoration Kit (Golden) - Toyshine,1 pack (16 pieces),549,,,,,
10176851,9193068227082,Christmas Santa Claus Bracelet (Red) - JingleCrafts(Packet),1 unit,150,,,,,
10176856,8904352008146,Biotique Morning Nectar Nourishing & Hydrate Body Lotion(Bottle),300 ml,400,,,,,
10176862,8906171048822,Christmas Tree Ornaments- Decoration Kit (Multicolor) - Toyshine,1 pack (20 pieces),699,,,,,
10176864,8906171048877,Christmas Tree Ornaments Decoration Kit (Red & Brown) - Toyshine,1 pack(20 units),699,,,,,
10176901,8904385420410,"Lifelong Single Cup Coffee Maker Detachable Coffee Filter (350 W, LLCMK910)(Box)",1 unit,1999,,,,,
10176902,8906113651790,Lifelong 300 W Hand Blender (White)(Box),1 unit,1600,,,,,
10176908,8904385425118,"Lifelong Gun Massager with Cold Compression (Black, 25 W)(Box)",1 unit,4999,,,,,
10176909,8904385407220,Lifelong Premiun Spa Foot Massager Machine For Pain Relief & Relaxation (520 W)(Box),1 unit,14999,,,,,
10176910,8904385428614,Lifelong Cable Included Compact Size 10000 mAh Power Bank (with 4 Input/Output Port)(Box),1 unit,2999,,,,,
10176911,8904385431065,Lifelong ZenCharge Compact Pocket Size 10000 mAh Power Bank(Box),1 unit,2999,,,,,
10176919,8901058017540,"Nestle Cerelac Baby Cereal (No Refined Sugar, Wheat Apple Cherry)(Box)",350 g,325,,,,,
10176920,8901058018417,"Nestle Cerelac Baby Cereal (No Refined Sugar, Wheat Rice Mixed Fruit)(Box)",300 g,325,,,,,
10176921,8904140114189,"Worldone 2025 Single Line Planner Diary (A5, 384 Pages, Black)(Pack)",1 unit,175,,,,,
10176971,28853301006150,Whiskas Adult Wet Cat Food - Chicken in Gravy (1+ Years),12 x 85 g,600,,,,,
10176982,610260253667,Zeneme Floral Ethnic Jewellery Set(Box),1 set,1999,,,,,
10176984,610260068308,Zeneme Floral & Pearl Ethnic Jewellery Set (Yellow)(Box),1 set,1999,,,,,
10177009,4583524663358,Electric Charcoal Starter Hookah by Sheesha's Crown,1 unit,600,,,,,
10177009,8906109970164,Electric Charcoal Starter Hookah by Sheesha's Crown,1 unit,600,,,,,
10177010,8905039228826,"Marvel Sonic Sunglasses with Keychain (Blue, Full Rim, Kids)(Plastic)",1 unit,549,,,,,
10177011,8905039228833,"Disney Princess Sunglasses with Keychain (Multicolor, Full Rim, Kids)(Plastic)",1 set,549,,,,,
10177020,8905039228680,"Disney Minnie Sunglasses (Pink & White, Full Rim, Kids)(Blister)",1 unit,499,,,,,
10177024,8905039228734,"Disney Mickey Sunglasses (White & Blue, Full Rim, Kids)(Blister)",1 unit,399,,,,,
10177025,8905039228789,"Marvel Avengers Sunglasses (Multicolor, Full Rim, Kids)(Blister)",1 unit,399,,,,,
10177029,8908023145109,Beyond Snack Kerala Banana Chips Puspha 2 Fire Edition(Pouch),75 g,75,,,,,
10177044,610260152359,Zeneme Patti Flower Ethnic Jewellery Set(Box),1 set,1999,,,,,
10177068,20240000324,Mad Over Print Animal Print 2025 Calendar With Easel Stand(Carton Box),1 set,399,,,,,
10177077,20240000326,Mad Over Print Doodle 2025 Calendar With Easel Stand (Multicolor),1 unit,399,,,,,
10177079,20240000331,Mad Over Print Season 2025 Desk Calendar,1 unit,349,,,,,
10177080,20240000323,Mad Over Print Abstract Design 2025 Desk Calendar(Carton Box),1 unit,349,,,,,
10177087,20240000495,"Mad Over Print Lemon & Peach MDF Coaster Set (Pink & Yellow, 2 pcs)",2 pieces,149,,,,,
10177089,20240000496,"Mad Over Print Rainbow & Be-Kind MDF Coaster Set (Pink, 2 pcs)",2 pieces,149,,,,,
10177090,197497090604,hp 712W 32GB 3.2 Flash USB Pen Drive (Black)(Blister),1 unit,942,,,,,
10177091,198701366577,hp 796W 64GB 3.2 Flash USB Pen Drive (Golden)(Blister Pack),1 unit,1700,,,,,
10177091,198701366577,hp 796W 64GB 3.2 Flash USB Pen Drive (Golden)(Blister),1 unit,1699,,,,,
10177094,20240000497,"Mad Over Print Bloom & Melon MDF Coaster Set (Yellow & Green, 2 pcs)(Carton Box)",2 pieces,149,,,,,
10177096,20240000498,Wonderful Time Christmas Greeting Card (Green & Red) - Mad Over Print(Pack),1 unit,99,,,,,
10177097,20240000499,Merry Christmas Greeting Card (Green & White) - Mad Over Print(Pack),1 unit,99,,,,,
10177098,8904385434073,Lifelong Wax Heater With Wax Applicator Spatula for Waxing for Women (Pink)(Box),1 unit,1999,,,,,
10177101,8904385433885,"Lifelong Electric Hot Water Bag (Blue, 420 W)(Box)",1 unit,1995,,,,,
10177106,8904385433984,"Lifelong Egg Boiler for 7 Eggs (350W, Auto Shut-Off, Pink)(Box)",1 unit,999,,,,,
10177126,8901063158085,Britannia Good Day Chunkies Chocolate Chip Cookies (75 g),1 pack (6 x 12.5 g),50,,,,,
10177126,8901063158085,Britannia Good Day Chunkies Chocolate Chip Cookies (75 g),1 pack (6 x 12.5 g),45,,,,,
10177197,8901138009052,Himalaya Shilajit Capsules,60 capsules,350,,,,,
10177278,8906080604300,paper boat Zero Cranberry Lime Sparkling Water (Sugar Free)(Bottle),600ml,60,,,,,
10177294,8907595041468,Rabitat Peppa Pig Mini Stainless Steel Lunch Box For Kids (500 ml)(Carton Box),1 unit,1099,,,,,
10177298,8907595041482,"Rabitat Peppa Pig Tritan Lunch Box (1 l, Pink)(Standard Packaging)",1 unit,1099,,,,,
10177301,8907595041499,"Rabitat MUNCHBEE Peppa Pig Tritan Lunch Box For Kids (1 l, Yellow)(Carton)",1 unit,1099,,,,,
10177303,8907595039397,Rabitat Playdate Squad Stainless Steel Lunch Box & Bottle Set (500 ml each)(Box),1 pack (2 pieces),1999,,,,,
10177309,20240000500,"Mad Over Print Always Stay Pawsitive Design Ceramic Mug (300 ml, White)",1 unit,499,,,,,
10177310,20240000501,"Mad Over Print Thank You For Being There Design Ceramic Mug (300 ml, White)(Corrugated box)",1 unit,499,,,,,
10177334,8906179930303,Homestrap Anti Slip EVA Mat (Khaki),1 unit,799,,,,,
10177336,8907595037928,Rabitat First Step 360 Feeding Cup (Multicolor)(Box),1 unit,1499,,,,,
10177337,8906179930259,"Homestrap Multipurpose Holder & Soap Dispenser (Plastic, White)",1 set (2 pieces),499,,,,,
10177339,8906179930266,Homestrap Bamboo Wooden Chopping Board,1 unit,699,,,,,
10177341,8909261012857,Party Propz Haldi Foil Balloons with Photo Booth Props (Multicolor),1 pack (15 pieces),469,,,,,
10177342,8909261012864,Party Propz Haldi Photobooth Props (Yellow & Red),1 pack (15 pieces),269,,,,,
10177343,8909261012871,Party Propz Mehendi Photobooth Props (Green & Yellow),1 pack (23 pieces),269,,,,,
10177345,6958961230063,KACO Pure Morandi Gel Pen Set (Multicolor),1 pack(5 pieces),250,,,,,
10177347,8905836993514,Party Propz Wedding Photobooth Props (Multicolor),1 pack (17 pieces),279,,,,,
10177348,8905836979259,Party Propz Groom to be Decoration Kit (Black & Golden),1 pack (47 pieces),499,,,,,
10177349,6958961233668,KACO Pure Beautiful East Ink Gel Pen (Multicolor)(Pack),1 pack(5 pieces),400,,,,,
10177350,8906179930280,Homestrap Clip Plastic Sealer Set (12 pcs),1 pack (12 pieces),199,,,,,
10177351,8906179930297,Homestrap Adhesive Plastic Hooks (12 pcs),1 pack (12 pieces),299,,,,,
10177354,8907595039342,Rabitat Playdate Squad Stainless Steel Lunch Box & Bottle Set,1 set (2 pieces),1999,,,,,
10177357,8909261014707,TrustBasket Bio NPK Granules Fertilizer(Pack),1 kg,799,,,,,
10177372,9311770608008,Swisse Immunity Booster+ Health Supplement with Vitamin C & Zinc,1 pack(30 pieces),1149,,,,,
10177376,9311770612821,Swisse Odourless Wild Fish Oil(Pack),1 pack(200 pieces),2349,,,,,
10177385,8906080604393,paper boat Dry Fruits & Nuts Trail Mix,300 g (10 x 30g),750,,,,,
10177388,9311770612814,Swisse Ultiboost Odourless Wild Fish Oil(Box),1 pack(150 pieces),2199,,,,,
10177406,8904358603284,MakeMeeBold 2-in-1 Hot Air Brush by Urban Yog,1 unit,2499,,,,,
10177454,8906144683722,The Select Aisle Vanilla Flavour Essence(Bottle),30 ml,59,,,,,
10177457,8906144683746,The Select Aisle Mini Marshmallow - Vegan(Pouch),20 g,59,,,,,
10177461,8904358602638,MakeMeeBold 3-in-1 Hot Air Brush by Urban Yog(Box),1 unit,6999,,,,,
10177463,8939126023766,Star Snowflake 12W Curtain String Lights (Warm White) - Quace(Box),1 set,1199,,,,,
10177468,8939126023698,Quace 2025 Desk Calendar (Multicolor)(Pack),1 unit,349,,,,,
10177469,8939126023520,Quace Floral Design 2025 Desk Calendar with Stand (Multicolor)(Pack),1 unit,349,,,,,
10177480,8906181810211,The Good Bug Metabolically Lean Supercharged Health Supplement(Box),30 g (15 x 2 g),799,,,,,
10177481,8904358602645,MakeMeeBold Hair Straightener Brush by Urban Yog(Box),1 unit,2999,,,,,
10177485,8904358602911,MakeMeeBold Automatic Hair Curler by Urban Yog(Box),1 unit,2999,,,,,
10177487,8906005610249,Winkies Choco Delite Festive Cake(Box),250 g,120,,,,,
10177494,8939126023452,"Christmas Elf Jar Candle (Vanilla, Red) by Quace(Box)",1 pack(2 pieces),499,,,,,
10177495,9311770608060,Swisse Vegan Collagen Builder with Biotin & Vitamin C(Jar),1 pack (30 pieces),1299,,,,,
10177496,8907595041475,"Rabitat Peppa Pig Lunchmate Mini Stainless Steel Lunch Box With Spoon (500 ml, Blue & Purple)(Box)",1 unit,1099,,,,,
10177505,8904358602829,Trimfinity 7000 Body Trimmer for Men by Urbangabru(Box),1 unit,3000,,,,,
10177506,8939126023216,"Quace Little Busy Cat Design Ceramic Mug (325 ml, White)(Box)",1 unit,349,,,,,
10177508,8904358603260,Urban Yog Electric Facial Hair Remover for Women (3 W)(Box),1 unit,1499,,,,,
10177509,8939126023148,"Quace Need More Coffee Design Ceramic Mug (325 ml, White)(Box)",1 unit,349,,,,,
10177511,8939126023070,"Quace Cutting Chai Design Ceramic Mug (325 ml, White)(Box)",1 unit,349,,,,,
10177586,8904385412545,"Lifelong Portable Room Heater (2000 W, White)(Box)",1 unit,1600,,,,,
10177587,8906184411910,HAZEL Festive Baking Silicon Mould for Christmas Treats (Green)(Pack),1 unit,349,,,,,
10177588,8904385430488,Lifelong LLHIESM01 Floor Cleaning Electric Spin Mop (White),1 unit,5999,,,,,
10177589,8906184411903,HAZEL Festive Baking Silicon Mould For Christmas Treats (Green)(Pack),1 unit,499,,,,,
10177590,8906184411880,HAZEL Baking Silicon Mould For Christmas Treats (Green)(Pack),1 unit,399,,,,,
10177592,8906184411934,HAZEL Festive Silicon Mould For Holiday Treats & Desserts (Brown)(Pack),1 unit,279,,,,,
10177594,8906184411859,HAZEL DIY Baking Kit (6 pcs)(Box),1 set,1299,,,,,
10177704,8904336818037,Portronics GPS Tracker (Black)(Box),1 unit,1999,,,,,
10177720,197497090635,hp 712w 64GB USB Pen Drive (Blue)(Blister),1 unit,1155,,,,,
10177722,8906133406868,Be Bodywise 10% Urea Body Lotion(Bottle),200 ml,399,,,,,
10177724,8904336818044,Portronics World Tag GPS Tracker (White)(Box),1 unit,1499,,,,,
10177727,8906055211694,Ozomax Balsam Respiratory 3 in 1 Vaporizer(Box),1 unit,480,,,,,
10177729,8906131680512,Slurrp Farm Date Powder(Pouch),300 g,599,,,,,
10177734,8908024045255,URGO Premium Party Disposable Glass - Yellow (360 ml),1 pack (10 pieces),179,,,,,
10177739,511160056806,Grofers Warehouse Small - Christmas Gift Bag,1 unit,22.73,,,,,
10177740,511160056807,Grofers Warehouse Medium - Christmas Gift Bag,1 unit,25,,,,,
10177748,4987176280572,Gillette Guard Manual Shaving Men's Razor - with Blades(Pouch),1 set (9 pieces),109,,,,,
10177751,8904336812608,Portronics Luxcell Bind Mini 10K 10000 mAh Power Bank (Black)(Box),1 unit,2499,,,,,
10177753,8904336812578,Portronics Luxcell Magclick 10K 10000 mAh Power Bank (Dark Grey)(Box),1 unit,2999,,,,,
10177758,8904336815784,Portronics OmniCord 4 In 1 Multipurpose Cable (Black)(Box),1 unit,899,,,,,
10177763,8906154951873,Mother Sparsh Natural Vapour Complete Cold Relief Roll On(Pack),15 ml,199,,,,,
10177772,3653294182876,Square Glass Ashtray by Stash Pro,1 unit,390,,,,,
10177776,729859593289,Pocket Ashtray by Stash Pro,1 unit,90,,,,,
